Journal,Title,Cantidad
Science Advances,International Journal of Neuropsychopharmacologysignificance,1
Science Advances,International Studies Reviewsignificance,1
Science Advances,"Interpreting the Meaning of Agility, Perceiving its Individual Importance Through the Eyes of Different Generations1",1
Science Advances,"Investigating Elementary Teachers' Understanding, Beliefs, and Intentions toward STEM and Computational Thinking in Education",1
Science Advances,Investigating the Flipped-classroom Approach on College Students’ Computational Thinking Skills,1
Science Advances,Investigating the Impact of Design Thinking-Based STEAM PBL on Students’ Creativity and Computational Thinking,1
Science Advances,JCEM Case Reportssignificance,1
Science Advances,JNCI: Journal of the National Cancer Institutesignificance,1
Science Advances,Journal of AOAC INTERNATIONALsignificance,1
Science Advances,Journal of African Economiessignificance,1
Science Advances,Journal of Chromatographic Sciencesignificance,1
Science Advances,Journal of Communicationsignificance,1
Science Advances,Journal of Consumer Researchsignificance,1
Science Advances,Journal of Crohn's and Colitis Supplementssignificance,1
Science Advances,Journal of Crustacean Biologysignificance,1
Science Advances,Journal of Experimental Botanysignificance,1
Science Advances,Journal of Forestrysignificance,1
Science Advances,Journal of Geophysics and Engineeringsignificance,1
Science Advances,Journal of Global Security Studiessignificance,1
Science Advances,Journal of Integrable Systemssignificance,1
Science Advances,Journal of Refugee Studiessignificance,1
Science Advances,Journal of Semanticssignificance,1
Science Advances,Journal of Social Historysignificance,1
Science Advances,Journal of Topologysignificance,1
Science Advances,Journal of the Endocrine Societysignificance,1
Science Advances,Journal of the Pediatric Infectious Diseases Societysignificance,1
Science Advances,Lean Management Knowledge Survey in Hungary,1
Science Advances,Learning to think like a trainer: bringing Scratch for Educational Sciences professional’s formation,1
Science Advances,Let's think analog,1
Science Advances,Leveraging Generative Conversational AI to Develop a Creative Learning Environment for Computational Thinking,1
Science Advances,Lying and deception with visual evoked potentials,1
Science Advances,Medical Law Reviewsignificance,1
Science Advances,Mental Factor Classification Using Computational Model of Consciousness,1
Science Advances,Meri Kahani: A Gamified Solution to Teach Computational Thinking to Female Teenagers in Low Resource Communities,1
Science Advances,Modeling of personal thinking and its application to studies of group thinking over the Internet,1
Science Advances,Modeling of the System for Computational Thinking Automatic Assessment,1
Science Advances,Modelling and Forecasting the COVID-19 Mortality Rates in Malaysia by using ARIMA Model,1
Science Advances,Modelling and investigating memory immune responses in infectious disease. Application to influenza a virus and sars-cov-2 reinfections,1
Science Advances,Music Therapysignificance,1
Science Advances,Mutagenesissignificance,1
Science Advances,My Robot can tell stories: Introducing robotics and physical computing to children using dynamic dioaramas,1
Science Advances,"Neural architectures for thinking, reasoning and being conscious",1
Science Advances,Neuro-Oncology Practicesignificance,1
Science Advances,Ninja code village for scratch: Function samples/function analyser and automatic assessment of computational thinking concepts,1
Science Advances,No patterns in pattern recognition: A systematic literature review,1
Science Advances,On abstract intelligence and brain informatics: Mapping the cognitive functions onto the neural architectures,1
Science Advances,On bounded rationality in cyber-physical systems security: Game-theoretic analysis with application to smart grid protection,1
Science Advances,Online Professional Development for High School Computer Science Teachers: Features That Support an Equity-Based Professional Learning Community,1
Science Advances,Ornithologysignificance,1
Science Advances,Oxford Open Digital Healthsignificance,1
Science Advances,Oxford Open Energysignificance,1
Science Advances,Oxford Open Materials Sciencesignificance,1
Science Advances,Oxford Open Neurosciencesignificance,1
Science Advances,PC-01: Introduction to computational thinking: Educational technology in primary and secondary education,1
Science Advances,Paradigms of Meta-synthetic Computing,1
Science Advances,Parental Involvement in Computational Thinking Education: A Systematic Review,1
Science Advances,Pathology Patterns Reviewssignificance,1
Science Advances,Perceiving Abstract Concepts Via Evolving Computational Cognitive Modeling,1
Science Advances,Pictoch: A Block-based Programming Learning Environment through Pictogram Content Creation,1
Science Advances,Pilot Experience: Play and Program with Bee-Bot to Foster Computational Thinking Learning in Young Children,1
Science Advances,Planning and adjusting the COVID-19 booster vaccination campaign to reduce disease burden,1
Science Advances,Plant Physiologysignificance,1
Science Advances,Policy and Societysignificance,1
Science Advances,Poster: A Conceptual Model for Cooperative Thinking,1
Science Advances,Pre-Service Computer Science Teachers’ Computational Thinking Attitudes and Performance on Python Tasks,1
Science Advances,"Progress in computational thinking, and expanding the HPC community",1
Science Advances,Progress of Theoretical and Experimental Physicssignificance,1
Science Advances,Promoting Computational Thinking Skills Through Game-Based Learning of Students in Lower Secondary School,1
Science Advances,Promoting Computational Thinking in K-12 students by applying unplugged methods and robotics,1
Science Advances,Public Policy & Aging Reportsignificance,1
Science Advances,Q Opensignificance,1
Science Advances,Reconstructing Abstract Concepts and their Blends Via Computational Cognitive Modeling,1
Science Advances,Reform on college fundamentals of computer course based on mobile computing,1
Science Advances,Research on Developing Computational Thinking of Middle School Students Based on Gamified Text Programming Teaching Activities,1
Science Advances,Research on Ideation Process and Design Productivity of ChatGPT Based on LASSO and Linkography,1
Science Advances,Research on the Construction of Evaluation Indicators of Students' Computational Thinking Based on Spectral Clustering,1
Science Advances,Research on the Current Situation of Computational Thinking Training in Primary School Information Technology Teaching -- Based on the Literature Analysis of CNKI,1
Science Advances,SERIES FOREWORD,1
Science Advances,Scaffolding Computational Thinking With ChatGPT,1
Science Advances,Schizophrenia Bulletin Opensignificance,1
Science Advances,"Scientific Inquiry in Middle Schools by combining Computational Thinking, Wet Lab Experiments, and Liquid Handling Robots",1
Science Advances,Self-organizing maps to find computational thinking features in a game building workshop,1
Science Advances,Session details: Coding and Computational Thinking (Full Paper Session),1
Science Advances,Session details: Metacognition and Computational Thinking,1
Science Advances,Session details: Paper - computational thinking,1
Science Advances,Sewer transport conditions and their role in the decay of endogenous SARS-CoV-2 and pepper mild mottle virus from source to collection,1
Science Advances,Sexual Medicinesignificance,1
Science Advances,Simulation education is no substitute for intelligent thinking,1
Science Advances,So you think you can PLS-DA?,1
Science Advances,Social Science Japan Journalsignificance,1
Science Advances,Social computational thinking tools: reinventing computation education in public schools,1
Science Advances,TACTOPI: a Playful Approach to Promote Computational Thinking for Visually Impaired Children,1
Science Advances,Teacher Views on Computational Thinking as a Pathway to Computer Science,1
Science Advances,Teachers' Perspective on Implementing Computational Thinking in Elementary Classrooms,1
Science Advances,Teaching Computational Thinking with Interventions Adapted to Undergraduate Students' Proficiency Levels,1
Science Advances,Teaching Undergraduate Sociologists Modeling and Computational Thinking,1
Science Advances,Teaching computational thinking to Down syndrome students,1
Science Advances,Teaching method based on computational thinking a case research,1
Science Advances,Technological project in the development of computational thinking and problem-solving,1
Science Advances,The American Historical Reviewsignificance,1
Science Advances,The British Journal of Criminologysignificance,1
Science Advances,The Economic Journalsignificance,1
Science Advances,The Effect of Learning Analytics System towards Learner's Computational Thinking Capabilities,1
Science Advances,The Journals of Gerontology: Series Asignificance,1
Science Advances,The Opera Quarterlysignificance,1
Science Advances,The Paradigms for the Inquiry in Decision Support System (DSS) and a Design Framework of Cognitive DSS,1
Science Advances,The Reform and Practice of College Computer Basic Courses Towards Computational Thinking and Empowerment Education Under the Background of New Liberal Arts,1
Science Advances,The Research of Programming Teaching in Primary School on the Cultivation of Computational Thinking,1
Science Advances,The Students' Perspective on Computational Thinking through Flipped Classroom in K-12 Programming Course,1
Science Advances,The Tendon Network of the Fingers Performs Anatomical Computation at a Macroscopic Scale,1
